country,classification,type,items,blogs,facebook,news,policies,twitter,wikipedia
PS,Social sciences and humanities,bronze,4,0,0,0,0,1,0
SG,Social sciences and humanities,bronze,194,21,30,18,5,105,8
SN,Social sciences and humanities,bronze,12,1,1,1,0,7,1
TR,Social sciences and humanities,bronze,723,4,12,2,6,72,4
UZ,Social sciences and humanities,bronze,2,1,1,0,1,2,0
ZW,Social sciences and humanities,bronze,11,3,1,2,1,7,0
TN,Physical sciences and engineering,bronze,110,0,0,0,0,7,1
TT,Physical sciences and engineering,bronze,3,0,0,0,0,0,0
US,Physical sciences and engineering,bronze,26487,4918,3557,3620,191,17482,1564
ZW,Physical sciences and engineering,bronze,2,0,0,0,0,0,0
AR,Social sciences and humanities,bronze,128,4,17,2,2,35,0
AU,Social sciences and humanities,bronze,2150,294,477,322,305,1370,62
BA,Social sciences and humanities,bronze,18,0,0,0,0,5,0
BS,Social sciences and humanities,bronze,1,0,0,0,0,0,0
CR,Social sciences and humanities,bronze,6,2,2,1,1,2,0
CU,Social sciences and humanities,bronze,2,0,0,0,0,0,0
CZ,Social sciences and humanities,bronze,585,4,13,3,0,35,1
ES,Social sciences and humanities,bronze,1278,78,208,82,27,539,16
FR,Social sciences and humanities,bronze,723,101,143,86,43,438,18
GA,Social sciences and humanities,bronze,2,0,0,0,0,1,0
GE,Social sciences and humanities,bronze,7,0,0,0,0,1,1
KW,Social sciences and humanities,bronze,9,0,1,0,1,3,0
ML,Social sciences and humanities,bronze,1,0,0,0,0,0,0
MN,Social sciences and humanities,bronze,1,0,0,1,0,0,0
NC,Social sciences and humanities,bronze,3,0,1,0,1,2,0
NE,Social sciences and humanities,bronze,6,0,1,1,0,2,0
PK,Social sciences and humanities,bronze,99,3,6,2,5,16,2
PT,Social sciences and humanities,bronze,177,8,28,8,3,74,1
RS,Social sciences and humanities,bronze,115,2,4,0,1,12,0
SA,Social sciences and humanities,bronze,67,3,7,5,0,26,3
SO,Social sciences and humanities,bronze,1,0,0,0,0,0,0
TN,Social sciences and humanities,bronze,10,0,1,0,0,3,0
IR,Social sciences and humanities,bronze,232,10,18,6,6,54,3
KE,Social sciences and humanities,bronze,56,10,9,9,13,28,1
LB,Social sciences and humanities,bronze,33,3,5,4,4,13,1
LU,Social sciences and humanities,bronze,16,2,3,1,0,9,0
MA,Social sciences and humanities,bronze,11,0,0,0,0,2,0
ME,Social sciences and humanities,bronze,12,0,2,0,0,1,1
MU,Social sciences and humanities,bronze,1,0,0,0,0,1,0
NA,Social sciences and humanities,bronze,4,0,2,0,0,3,0
NG,Social sciences and humanities,bronze,49,1,7,0,2,20,1
NI,Social sciences and humanities,bronze,1,0,0,0,0,1,0
NO,Social sciences and humanities,bronze,350,59,85,63,19,244,14
OM,Social sciences and humanities,bronze,9,0,0,0,1,3,0
PA,Social sciences and humanities,bronze,4,0,3,0,0,3,0
PG,Social sciences and humanities,bronze,5,1,2,1,0,3,0
PH,Social sciences and humanities,bronze,23,2,4,1,2,7,0
QA,Social sciences and humanities,bronze,22,1,4,2,1,7,0
SB,Social sciences and humanities,bronze,2,0,0,0,1,0,0
SK,Social sciences and humanities,bronze,139,1,1,0,0,6,0
SY,Social sciences and humanities,bronze,4,0,1,1,1,3,1
TH,Social sciences and humanities,bronze,69,3,13,2,4,32,1
TJ,Social sciences and humanities,bronze,1,0,0,0,0,0,0
CY,Social sciences and humanities,bronze,24,2,5,1,1,8,0
DE,Social sciences and humanities,bronze,1483,177,278,158,59,868,45
EG,Social sciences and humanities,bronze,50,3,5,1,2,14,0
GM,Social sciences and humanities,bronze,4,0,1,1,2,3,0
GN,Social sciences and humanities,bronze,1,0,0,0,0,0,0
GQ,Social sciences and humanities,bronze,1,0,0,0,0,1,0
HR,Social sciences and humanities,bronze,108,2,3,0,0,11,0
HT,Social sciences and humanities,bronze,2,0,1,0,1,2,0
ID,Social sciences and humanities,bronze,48,2,9,0,5,28,1
IL,Social sciences and humanities,bronze,257,36,56,36,10,146,10
IN,Social sciences and humanities,bronze,315,15,41,18,19,104,5
IQ,Social sciences and humanities,bronze,6,1,1,1,1,1,0
IT,Social sciences and humanities,bronze,762,81,142,67,39,414,24
KH,Social sciences and humanities,bronze,4,0,0,1,1,2,0
MG,Social sciences and humanities,bronze,8,2,4,2,1,7,1
NL,Social sciences and humanities,bronze,1528,216,321,168,118,1078,26
NZ,Social sciences and humanities,bronze,246,31,58,35,24,155,6
PE,Social sciences and humanities,bronze,14,0,3,0,1,9,2
RU,Social sciences and humanities,bronze,146,6,5,7,4,25,2
RW,Social sciences and humanities,bronze,4,1,1,0,0,2,0
SI,Social sciences and humanities,bronze,151,2,3,1,1,20,0
SV,Social sciences and humanities,bronze,4,0,1,0,0,2,0
UA,Social sciences and humanities,bronze,17,0,1,0,0,1,0
UG,Social sciences and humanities,bronze,22,2,5,4,2,18,1
US,Social sciences and humanities,bronze,15031,3356,4603,3643,1336,10861,638
UY,Social sciences and humanities,bronze,11,0,1,0,0,7,0
VE,Social sciences and humanities,bronze,3,1,2,0,2,2,0
ZM,Social sciences and humanities,bronze,6,0,1,0,1,3,1
YE,Physical sciences and engineering,bronze,3,0,0,0,0,0,0
BI,Social sciences and humanities,bronze,1,0,0,0,0,0,0
BM,Social sciences and humanities,bronze,1,0,0,0,0,0,0
BO,Social sciences and humanities,bronze,1,1,0,0,0,1,0
BZ,Social sciences and humanities,bronze,1,0,1,0,0,1,0
CH,Social sciences and humanities,bronze,497,69,103,56,36,329,19
CL,Social sciences and humanities,bronze,100,8,13,3,2,42,0
DO,Social sciences and humanities,bronze,1,0,0,0,0,1,0
EE,Social sciences and humanities,bronze,47,2,2,3,1,8,0
FJ,Social sciences and humanities,bronze,2,0,0,0,1,1,0
GD,Social sciences and humanities,bronze,1,0,0,0,0,1,1
GR,Social sciences and humanities,bronze,142,8,25,8,2,67,6
JM,Social sciences and humanities,bronze,6,0,1,0,2,3,0
JO,Social sciences and humanities,bronze,20,1,2,0,2,4,0
LA,Social sciences and humanities,bronze,2,0,1,0,1,2,0
MW,Social sciences and humanities,bronze,13,1,1,1,1,5,0
MZ,Social sciences and humanities,bronze,3,0,0,0,0,1,0
RO,Social sciences and humanities,bronze,210,3,3,2,1,8,1
SC,Social sciences and humanities,bronze,1,0,1,1,0,1,0
SD,Social sciences and humanities,bronze,2,0,0,0,1,0,0
SL,Social sciences and humanities,bronze,2,1,1,0,1,2,0
TD,Social sciences and humanities,bronze,1,0,0,0,0,0,0
ZA,Social sciences and humanities,bronze,348,33,53,26,23,152,8
AR,Biomedical and health sciences,green,1263,37,167,60,14,556,17
BH,Biomedical and health sciences,green,31,2,7,2,1,16,1
CG,Biomedical and health sciences,green,9,0,1,2,1,5,0
CR,Biomedical and health sciences,green,65,1,11,6,3,36,0
DZ,Biomedical and health sciences,green,114,0,5,8,1,38,2
EC,Biomedical and health sciences,green,86,3,12,8,0,51,1
GF,Biomedical and health sciences,green,22,4,2,2,0,14,1
GH,Biomedical and health sciences,green,179,12,25,13,8,106,2
GT,Biomedical and health sciences,green,16,0,2,0,0,5,0
GY,Biomedical and health sciences,green,5,0,0,0,0,2,0
IR,Biomedical and health sciences,green,2439,52,211,65,15,828,18
JM,Biomedical and health sciences,green,65,0,3,0,0,15,0
KP,Biomedical and health sciences,green,1,0,0,0,0,0,0
KY,Biomedical and health sciences,green,1,0,0,0,0,0,0
MG,Biomedical and health sciences,green,22,2,2,1,1,17,0
NA,Biomedical and health sciences,green,14,0,0,0,1,5,0
PG,Biomedical and health sciences,green,21,1,6,3,5,15,1
RE,Biomedical and health sciences,green,19,1,5,3,0,14,1
RW,Biomedical and health sciences,green,50,4,6,4,4,24,1
SD,Biomedical and health sciences,green,63,2,6,2,2,32,0
SI,Biomedical and health sciences,green,409,14,31,14,4,183,10
SL,Biomedical and health sciences,green,6,2,3,2,2,5,2
SO,Biomedical and health sciences,green,1,0,0,0,0,1,0
SR,Biomedical and health sciences,green,7,0,2,0,0,2,0
SY,Biomedical and health sciences,green,32,0,3,1,2,16,1
AD,Life and earth sciences,green,5,0,2,1,0,2,0
AF,Life and earth sciences,green,4,0,0,1,0,3,0
AI,Life and earth sciences,green,1,0,0,0,0,0,0
AL,Life and earth sciences,green,18,0,1,0,1,8,0
BO,Life and earth sciences,green,29,3,7,2,1,16,3
CD,Life and earth sciences,green,31,2,7,1,1,18,1
CI,Life and earth sciences,green,61,6,11,6,2,40,1
CM,Life and earth sciences,green,132,7,18,4,1,61,3
CN,Life and earth sciences,green,16980,977,1368,784,128,7064,354
CR,Life and earth sciences,green,101,9,18,11,7,54,2
CZ,Life and earth sciences,green,956,82,139,41,9,500,58
DK,Life and earth sciences,green,2914,327,421,278,107,1643,107
AG,Biomedical and health sciences,green,3,0,0,0,1,3,0
AI,Biomedical and health sciences,green,1,0,0,0,0,0,0
AO,Biomedical and health sciences,green,14,0,2,0,0,5,0
AU,Biomedical and health sciences,green,15777,1381,3530,1891,664,10781,407
AW,Biomedical and health sciences,green,1,0,0,0,0,0,0
BB,Biomedical and health sciences,green,13,1,2,2,1,6,0
BT,Biomedical and health sciences,green,7,1,2,1,1,6,0
BY,Biomedical and health sciences,green,17,0,4,0,1,8,1
CA,Biomedical and health sciences,green,15914,1312,3182,1640,378,9986,447
CW,Biomedical and health sciences,green,1,1,0,0,0,1,0
CZ,Biomedical and health sciences,green,1060,41,165,56,9,579,21
DE,Biomedical and health sciences,green,21141,1451,3494,2324,299,13094,554
DJ,Biomedical and health sciences,green,1,0,0,0,0,0,0
ER,Biomedical and health sciences,green,7,0,0,0,0,4,0
FR,Biomedical and health sciences,green,15089,793,2335,1437,204,9096,346
GB,Biomedical and health sciences,green,59484,6643,14252,7726,1949,45603,1821
GD,Biomedical and health sciences,green,16,0,3,1,0,9,1
IE,Biomedical and health sciences,green,3046,201,550,233,70,2011,75
IN,Biomedical and health sciences,green,6198,147,571,240,107,2287,138
JO,Biomedical and health sciences,green,186,5,18,5,3,77,2
LS,Biomedical and health sciences,green,5,0,1,0,0,3,0
LY,Biomedical and health sciences,green,38,3,1,2,1,18,1
MW,Biomedical and health sciences,green,172,15,33,14,12,98,6
MY,Biomedical and health sciences,green,1775,47,173,62,13,642,29
NG,Biomedical and health sciences,green,552,19,53,16,17,214,11
OM,Biomedical and health sciences,green,56,2,9,3,2,24,1
PE,Biomedical and health sciences,green,196,7,46,11,5,120,3
PH,Biomedical and health sciences,green,78,2,13,4,5,41,1
RU,Biomedical and health sciences,green,1183,72,135,109,4,616,28
SK,Biomedical and health sciences,green,234,7,23,6,2,89,2
SN,Biomedical and health sciences,green,54,3,6,3,3,30,0
SS,Biomedical and health sciences,green,2,0,0,0,1,2,0
ST,Biomedical and health sciences,green,1,0,0,0,0,0,0
TD,Biomedical and health sciences,green,4,1,1,1,0,4,1
TL,Biomedical and health sciences,green,1,0,0,0,0,1,0
US,Biomedical and health sciences,green,259721,22973,50385,31511,6966,159577,8105
BA,Life and earth sciences,green,21,1,2,1,0,5,1
AL,Biomedical and health sciences,green,13,0,1,1,0,4,0
AM,Biomedical and health sciences,green,16,0,3,1,0,9,0
AZ,Biomedical and health sciences,green,6,0,0,1,0,3,0
BD,Biomedical and health sciences,green,218,8,24,13,10,128,3
BF,Biomedical and health sciences,green,52,5,7,5,3,30,1
BJ,Biomedical and health sciences,green,26,2,5,2,2,16,0
BS,Biomedical and health sciences,green,3,0,0,0,0,0,0
CH,Biomedical and health sciences,green,11120,727,1805,990,226,6651,258
CO,Biomedical and health sciences,green,465,22,84,26,8,251,7
CU,Biomedical and health sciences,green,70,0,8,1,0,34,1
ET,Biomedical and health sciences,green,281,28,42,7,4,174,2
GL,Biomedical and health sciences,green,2,0,0,0,0,2,0
GP,Biomedical and health sciences,green,22,0,5,2,1,12,0
HN,Biomedical and health sciences,green,7,0,2,1,2,4,1
HR,Biomedical and health sciences,green,909,14,52,17,7,225,8
HU,Biomedical and health sciences,green,3242,68,271,111,9,1246,37
LB,Biomedical and health sciences,green,224,11,39,18,6,125,6
MA,Biomedical and health sciences,green,129,3,16,2,1,58,2
ME,Biomedical and health sciences,green,17,0,0,0,0,2,0
NE,Biomedical and health sciences,green,17,0,3,1,0,9,0
NO,Biomedical and health sciences,green,4381,376,922,454,85,2861,62
NZ,Biomedical and health sciences,green,1334,115,304,127,56,880,31
PA,Biomedical and health sciences,green,28,3,9,5,1,20,1
PY,Biomedical and health sciences,green,8,1,1,1,0,3,0
RO,Biomedical and health sciences,green,533,14,72,20,4,255,5
SC,Biomedical and health sciences,green,1,0,0,0,0,1,0
SM,Biomedical and health sciences,green,2,0,0,0,0,1,0
SV,Biomedical and health sciences,green,7,0,1,1,1,4,0
TH,Biomedical and health sciences,green,1229,49,174,53,44,612,27
TJ,Biomedical and health sciences,green,1,0,0,0,0,1,0
TT,Biomedical and health sciences,green,37,1,5,0,0,16,3
UY,Biomedical and health sciences,green,155,2,22,7,3,78,2
AT,Life and earth sciences,green,1334,169,247,189,26,859,66
BG,Life and earth sciences,green,122,6,14,3,0,34,3
CK,Life and earth sciences,green,1,0,1,0,0,1,0
DO,Life and earth sciences,green,5,0,1,2,0,4,0
DZ,Life and earth sciences,green,224,4,20,13,1,65,6
BA,Biomedical and health sciences,green,55,0,2,3,0,10,0
BG,Biomedical and health sciences,green,125,5,16,4,2,50,1
BM,Biomedical and health sciences,green,2,1,1,1,0,1,0
CM,Biomedical and health sciences,green,139,6,16,4,2,69,2
CV,Biomedical and health sciences,green,1,0,0,0,0,0,0
CY,Biomedical and health sciences,green,144,5,15,6,2,73,2
DO,Biomedical and health sciences,green,5,0,1,1,0,2,1
EE,Biomedical and health sciences,green,165,12,19,11,3,100,3
ES,Biomedical and health sciences,green,15361,728,2608,1281,163,8544,241
FI,Biomedical and health sciences,green,3160,238,607,338,39,2169,80
GE,Biomedical and health sciences,green,45,1,9,2,2,27,0
GM,Biomedical and health sciences,green,40,4,9,6,4,28,1
HT,Biomedical and health sciences,green,14,0,4,1,1,11,1
JP,Biomedical and health sciences,green,18753,630,2252,935,121,9086,242
KG,Biomedical and health sciences,green,4,0,0,0,0,2,0
KW,Biomedical and health sciences,green,91,3,7,4,0,45,2
LA,Biomedical and health sciences,green,21,2,4,1,4,17,1
LU,Biomedical and health sciences,green,207,19,34,29,7,138,5
MC,Biomedical and health sciences,green,9,0,2,1,0,4,0
MD,Biomedical and health sciences,green,4,0,1,2,1,2,0
ML,Biomedical and health sciences,green,23,3,5,3,2,14,2
MN,Biomedical and health sciences,green,18,1,3,3,0,12,0
MV,Biomedical and health sciences,green,1,1,0,0,0,1,0
NC,Biomedical and health sciences,green,12,0,2,1,0,7,0
PL,Biomedical and health sciences,green,3257,84,416,111,30,1510,49
QA,Biomedical and health sciences,green,247,30,74,32,4,179,8
RS,Biomedical and health sciences,green,987,19,49,14,4,176,7
SA,Biomedical and health sciences,green,1279,45,136,63,13,632,23
TZ,Biomedical and health sciences,green,175,16,28,12,6,111,4
UA,Biomedical and health sciences,green,133,4,15,2,0,65,4
UG,Biomedical and health sciences,green,258,21,41,14,12,173,6
VN,Biomedical and health sciences,green,228,15,35,16,8,141,3
ZM,Biomedical and health sciences,green,88,8,9,6,4,60,2
AN,Life and earth sciences,green,3,0,0,0,0,1,0
AR,Life and earth sciences,green,1568,80,193,43,18,566,71
AU,Life and earth sciences,green,8295,1083,1609,1026,336,4873,332
BD,Life and earth sciences,green,192,4,17,9,8,90,4
AE,Biomedical and health sciences,green,183,9,24,11,2,103,1
AF,Biomedical and health sciences,green,8,0,1,1,1,3,1
BE,Biomedical and health sciences,green,5965,349,1043,438,123,3855,120
BN,Biomedical and health sciences,green,12,0,1,0,0,6,0
CD,Biomedical and health sciences,green,41,2,12,1,2,25,1
CF,Biomedical and health sciences,green,4,0,0,1,0,3,0
CI,Biomedical and health sciences,green,40,2,4,1,2,24,1
CL,Biomedical and health sciences,green,1676,46,218,65,8,798,18
DK,Biomedical and health sciences,green,4868,354,904,530,101,3096,123
DM,Biomedical and health sciences,green,3,1,1,1,0,2,1
FJ,Biomedical and health sciences,green,5,0,1,0,0,3,0
GI,Biomedical and health sciences,green,1,0,1,1,0,1,0
GN,Biomedical and health sciences,green,14,1,4,1,1,11,1
ID,Biomedical and health sciences,green,271,10,33,8,9,132,2
IL,Biomedical and health sciences,green,2411,193,416,235,32,1513,63
IT,Biomedical and health sciences,green,18139,847,2715,1253,255,10140,337
KH,Biomedical and health sciences,green,43,4,9,4,5,31,1
LI,Biomedical and health sciences,green,6,0,0,0,0,2,0
LK,Biomedical and health sciences,green,154,9,24,8,8,82,3
MM,Biomedical and health sciences,green,18,2,3,1,2,10,0
MR,Biomedical and health sciences,green,3,0,0,0,0,1,0
MT,Biomedical and health sciences,green,40,0,5,2,2,23,0
MU,Biomedical and health sciences,green,10,1,2,0,1,6,0
MX,Biomedical and health sciences,green,1355,43,170,47,14,620,27
PF,Biomedical and health sciences,green,5,1,2,2,1,4,1
PS,Biomedical and health sciences,green,22,4,2,1,1,13,0
SB,Biomedical and health sciences,green,3,0,0,0,1,1,0
SZ,Biomedical and health sciences,green,9,1,2,1,0,4,0
TG,Biomedical and health sciences,green,7,1,2,0,0,5,0
TR,Biomedical and health sciences,green,4804,42,319,76,20,1210,21
TW,Biomedical and health sciences,green,4520,128,631,195,36,2258,41
UZ,Biomedical and health sciences,green,9,0,1,0,0,4,1
VU,Biomedical and health sciences,green,1,0,1,0,0,1,0
ZW,Biomedical and health sciences,green,78,6,10,7,3,45,2
AE,Life and earth sciences,green,80,9,6,7,2,41,1
AG,Life and earth sciences,green,1,0,1,0,0,1,0
BI,Life and earth sciences,green,5,0,0,0,1,3,1
AT,Biomedical and health sciences,green,2743,207,493,334,32,1684,82
BI,Biomedical and health sciences,green,6,2,1,0,1,4,1
BO,Biomedical and health sciences,green,15,2,5,3,1,10,1
BR,Biomedical and health sciences,green,11344,213,1306,342,90,4045,103
BW,Biomedical and health sciences,green,61,5,14,7,3,39,0
CN,Biomedical and health sciences,green,46667,1099,4023,1659,236,19897,455
EG,Biomedical and health sciences,green,1128,25,147,45,11,511,16
GA,Biomedical and health sciences,green,20,1,3,4,2,15,1
GR,Biomedical and health sciences,green,1364,57,204,68,17,711,28
GW,Biomedical and health sciences,green,7,0,1,1,1,6,0
IQ,Biomedical and health sciences,green,132,9,12,6,3,63,1
IS,Biomedical and health sciences,green,243,18,53,29,8,128,9
KE,Biomedical and health sciences,green,363,33,60,37,28,245,7
KN,Biomedical and health sciences,green,11,3,2,2,1,9,0
KR,Biomedical and health sciences,green,10583,248,981,396,72,4161,126
KZ,Biomedical and health sciences,green,50,1,4,2,0,24,2
LR,Biomedical and health sciences,green,7,2,2,2,1,5,1
LT,Biomedical and health sciences,green,190,3,20,6,1,79,6
LV,Biomedical and health sciences,green,57,5,10,4,1,30,3
MK,Biomedical and health sciences,green,81,2,3,2,1,17,0
MZ,Biomedical and health sciences,green,74,3,7,6,2,43,1
NI,Biomedical and health sciences,green,8,1,2,0,1,3,0
NL,Biomedical and health sciences,green,14290,1023,2811,1277,428,9672,337
NP,Biomedical and health sciences,green,81,11,12,5,5,53,1
PK,Biomedical and health sciences,green,836,24,63,25,10,289,11
PT,Biomedical and health sciences,green,4645,151,769,214,37,2105,60
SE,Biomedical and health sciences,green,8000,586,1523,923,155,5031,173
SG,Biomedical and health sciences,green,1782,154,306,231,21,1105,56
TN,Biomedical and health sciences,green,323,8,27,10,1,117,4
VA,Biomedical and health sciences,green,2,0,1,1,0,2,0
VE,Biomedical and health sciences,green,66,4,10,5,0,32,1
YE,Biomedical and health sciences,green,16,1,2,1,2,7,1
ZA,Biomedical and health sciences,green,3007,150,441,178,112,1450,63
AM,Life and earth sciences,green,12,0,1,2,0,6,0
AO,Life and earth sciences,green,7,0,1,0,0,3,0
AZ,Life and earth sciences,green,12,0,0,1,0,2,1
BJ,Life and earth sciences,green,59,5,7,3,4,28,0
BF,Life and earth sciences,green,70,6,8,7,3,37,2
BR,Life and earth sciences,green,7625,270,906,223,37,2312,155
BS,Life and earth sciences,green,11,2,9,4,0,11,1
BY,Life and earth sciences,green,10,1,2,0,1,3,2
CY,Life and earth sciences,green,55,9,5,3,0,35,1
ER,Life and earth sciences,green,6,0,0,0,0,2,0
GN,Life and earth sciences,green,8,1,1,1,1,5,1
JO,Life and earth sciences,green,64,2,4,1,1,25,0
KR,Life and earth sciences,green,2341,98,188,88,25,919,57
LB,Life and earth sciences,green,69,6,8,3,1,39,1
LI,Life and earth sciences,green,1,0,0,0,0,0,0
LY,Life and earth sciences,green,20,2,0,1,1,9,2
MK,Life and earth sciences,green,48,0,1,0,0,4,0
MQ,Life and earth sciences,green,1,0,0,0,0,0,0
MT,Life and earth sciences,green,11,2,3,2,0,7,1
MX,Life and earth sciences,green,1227,74,164,43,10,541,33
NA,Life and earth sciences,green,26,1,2,2,1,14,0
NE,Life and earth sciences,green,21,0,1,1,0,5,0
SK,Life and earth sciences,green,199,7,18,7,4,56,6
SO,Life and earth sciences,green,1,0,0,0,0,1,0
BI,Mathematics and computer science,green,1,0,0,0,0,1,0
BO,Mathematics and computer science,green,1,0,0,0,0,1,0
EE,Mathematics and computer science,green,58,0,0,0,0,17,0
GR,Mathematics and computer science,green,921,8,33,4,0,281,8
IS,Mathematics and computer science,green,34,0,2,0,0,6,0
KG,Mathematics and computer science,green,3,0,0,0,0,2,0
LK,Mathematics and computer science,green,15,0,1,0,0,8,1
NE,Mathematics and computer science,green,1,0,0,0,0,0,0
PK,Mathematics and computer science,green,411,2,10,2,0,71,1
SA,Mathematics and computer science,green,769,6,10,10,0,112,1
SG,Mathematics and computer science,green,959,16,31,18,3,276,12
SZ,Mathematics and computer science,green,2,0,0,0,0,1,0
TD,Mathematics and computer science,green,1,0,0,0,0,1,0
TR,Mathematics and computer science,green,1975,3,22,4,0,306,3
TT,Mathematics and computer science,green,2,0,0,0,0,0,0
VN,Mathematics and computer science,green,326,0,9,0,0,67,1
YE,Mathematics and computer science,green,7,0,0,0,0,1,1
BB,Life and earth sciences,green,4,0,0,0,1,3,0
BE,Life and earth sciences,green,3018,269,392,173,76,1726,119
BH,Life and earth sciences,green,8,1,1,1,1,2,0
BW,Life and earth sciences,green,67,7,19,8,3,42,1
BZ,Life and earth sciences,green,3,0,1,0,0,3,0
CL,Life and earth sciences,green,1400,75,152,52,8,542,46
CO,Life and earth sciences,green,468,35,84,30,11,230,18
CU,Life and earth sciences,green,65,4,5,3,0,25,2
CV,Life and earth sciences,green,1,0,0,0,0,1,0
FK,Life and earth sciences,green,1,0,0,0,0,1,0
FR,Life and earth sciences,green,13342,1177,1425,1046,241,6834,413
GB,Life and earth sciences,green,26241,4121,5297,3326,1023,18369,1143
GE,Life and earth sciences,green,34,1,6,1,2,19,1
HN,Life and earth sciences,green,9,0,2,1,1,4,1
IT,Life and earth sciences,green,7358,487,799,387,137,3191,198
KG,Life and earth sciences,green,9,1,0,0,0,2,0
KH,Life and earth sciences,green,39,4,11,4,4,27,1
KW,Life and earth sciences,green,24,2,3,2,0,11,2
MA,Life and earth sciences,green,158,8,14,4,2,61,4
MG,Life and earth sciences,green,32,3,6,4,1,25,2
MV,Life and earth sciences,green,9,1,6,0,1,7,1
PL,Life and earth sciences,green,1795,68,204,56,10,701,52
PT,Life and earth sciences,green,3315,144,457,111,32,1305,56
TH,Life and earth sciences,green,664,34,90,33,23,306,26
TW,Life and earth sciences,green,984,58,120,46,10,506,27
VE,Life and earth sciences,green,72,6,13,4,0,26,0
VN,Life and earth sciences,green,285,21,33,15,4,147,10
WS,Life and earth sciences,green,1,0,0,0,1,0,0
AT,Mathematics and computer science,green,1632,18,45,12,2,584,14
BH,Mathematics and computer science,green,5,0,1,0,0,1,0
CA,Mathematics and computer science,green,4651,50,136,31,7,1347,48
CL,Mathematics and computer science,green,794,2,21,5,3,205,5
CM,Mathematics and computer science,green,49,0,3,0,0,15,0
CZ,Mathematics and computer science,green,1153,7,30,2,0,407,11
DE,Mathematics and computer science,green,8880,103,283,68,12,3266,73
DO,Mathematics and computer science,green,5,0,0,0,0,0,0
FR,Mathematics and computer science,green,14031,92,233,166,15,3316,78
DM,Life and earth sciences,green,1,1,1,1,0,1,1
EC,Life and earth sciences,green,204,19,44,14,1,111,6
ES,Life and earth sciences,green,13706,889,1886,909,170,6549,380
ET,Life and earth sciences,green,211,12,29,6,4,114,1
FI,Life and earth sciences,green,1870,168,333,124,32,1104,57
GA,Life and earth sciences,green,28,3,6,4,1,19,3
GW,Life and earth sciences,green,8,0,1,1,1,7,1
IN,Life and earth sciences,green,3371,138,278,143,65,1222,82
IQ,Life and earth sciences,green,127,4,4,3,0,46,0
IS,Life and earth sciences,green,179,14,26,9,8,94,4
JP,Life and earth sciences,green,5692,379,591,297,44,2659,161
LU,Life and earth sciences,green,91,6,8,5,1,45,0
ME,Life and earth sciences,green,20,0,1,0,0,1,0
MN,Life and earth sciences,green,12,2,3,2,0,11,2
MU,Life and earth sciences,green,9,0,1,0,0,4,0
MW,Life and earth sciences,green,108,10,22,8,5,71,2
MZ,Life and earth sciences,green,55,3,7,6,1,31,1
NC,Life and earth sciences,green,99,14,15,5,7,57,3
NO,Life and earth sciences,green,3171,349,522,282,64,1771,70
PG,Life and earth sciences,green,20,3,6,2,4,16,2
PK,Life and earth sciences,green,560,15,37,11,6,175,10
RO,Life and earth sciences,green,288,16,43,15,1,123,6
SC,Life and earth sciences,green,8,2,2,1,1,7,0
SY,Life and earth sciences,green,26,0,0,0,0,6,0
TG,Life and earth sciences,green,16,2,7,1,0,9,2
TZ,Life and earth sciences,green,158,11,28,11,5,97,9
UG,Life and earth sciences,green,205,20,41,17,12,142,5
UZ,Life and earth sciences,green,11,0,1,0,1,4,1
AD,Mathematics and computer science,green,1,0,0,0,0,1,0
AL,Mathematics and computer science,green,5,0,0,0,0,2,0
AM,Mathematics and computer science,green,39,0,2,0,0,12,0
AR,Mathematics and computer science,green,747,3,22,0,0,227,1
BE,Mathematics and computer science,green,2253,29,56,12,6,884,11
BG,Mathematics and computer science,green,179,1,4,1,0,64,0
BW,Mathematics and computer science,green,3,0,0,0,0,1,0
BY,Mathematics and computer science,green,44,0,0,1,0,8,0
CU,Mathematics and computer science,green,43,0,1,0,0,15,0
BM,Life and earth sciences,green,9,4,1,1,0,4,0
BN,Life and earth sciences,green,6,1,1,1,0,5,0
BT,Life and earth sciences,green,13,1,4,1,1,6,3
CF,Life and earth sciences,green,7,0,1,1,0,5,0
DJ,Life and earth sciences,green,5,0,0,1,0,1,0
EG,Life and earth sciences,green,480,17,42,9,6,177,6
FJ,Life and earth sciences,green,10,0,4,2,1,5,0
GD,Life and earth sciences,green,5,0,0,1,0,2,0
GF,Life and earth sciences,green,45,6,4,3,1,27,1
GM,Life and earth sciences,green,22,3,6,5,3,17,1
GY,Life and earth sciences,green,5,1,0,1,0,3,0
IE,Life and earth sciences,green,1229,101,151,79,27,661,31
IR,Life and earth sciences,green,1446,27,72,32,4,347,17
KN,Life and earth sciences,green,8,1,2,2,0,7,0
KZ,Life and earth sciences,green,44,3,3,2,0,20,1
LS,Life and earth sciences,green,5,0,1,0,0,3,0
MD,Life and earth sciences,green,8,0,1,1,1,2,1
MS,Life and earth sciences,green,1,0,0,0,1,0,0
NG,Life and earth sciences,green,373,15,36,8,5,144,7
OM,Life and earth sciences,green,40,4,6,2,1,18,1
PE,Life and earth sciences,green,170,13,34,10,7,92,4
PF,Life and earth sciences,green,40,7,5,3,2,23,1
PS,Life and earth sciences,green,6,0,1,1,0,3,0
RE,Life and earth sciences,green,19,2,2,2,0,11,1
RS,Life and earth sciences,green,576,10,29,5,1,90,7
RW,Life and earth sciences,green,24,1,2,2,1,11,0
SI,Life and earth sciences,green,220,8,20,4,3,79,3
