year,indicator,counts,n_items
2012,twitter,243,2
2015,twitter,553,1
2018,twitter,1458,1
2012,twitter,171,5
2017,twitter,5613,1
2014,twitter,420,3
2013,twitter,258,1
2016,twitter,239,11
2017,twitter,352,8
2013,twitter,613,1
2018,twitter,416,4
2014,twitter,961,1
2017,twitter,2267,1
2014,twitter,397,1
2016,twitter,24335,1
2014,twitter,895,1
2018,twitter,1200,1
2012,twitter,28,303
2014,twitter,328,6
2018,twitter,433,2
2018,twitter,1272,1
2018,twitter,1690,1
2013,twitter,756,1
2012,twitter,2,53994
2014,twitter,105,41
2015,twitter,169,19
2016,twitter,405,6
2017,twitter,469,2
2017,twitter,1010,1
2017,twitter,189,32
2012,twitter,22,503
2013,twitter,513,1
2012,twitter,120,5
2015,twitter,739,1
2013,twitter,762,1
2012,twitter,449,1
2014,twitter,185,10
2016,twitter,411,5
2012,twitter,57,64
2018,twitter,2125,1
2014,twitter,42,344
2013,twitter,221,6
2015,twitter,106,56
2013,twitter,227,5
2014,twitter,285,12
2013,twitter,2640,1
2015,twitter,455,4
2018,twitter,204,44
2013,twitter,2534,1
2014,twitter,1324,1
2015,twitter,206,14
2012,twitter,14,1290
2013,twitter,2783,1
2017,twitter,973,1
2017,twitter,172,44
2012,twitter,255,1
2013,twitter,319,1
2014,twitter,383,1
2015,twitter,399,2
2017,twitter,859,1
2018,twitter,2466,1
2018,twitter,224,30
2015,twitter,435,3
2018,twitter,153,66
2015,twitter,269,6
2018,twitter,651,1
2017,twitter,1583,1
2013,twitter,284,4
2014,twitter,1012,1
2017,twitter,1345,1
2015,twitter,149,27
2016,twitter,213,11
2018,twitter,3021,1
2012,twitter,8,4192
2018,twitter,1080,1
2014,twitter,62,124
2013,twitter,72,71
2018,twitter,1006,1
2017,twitter,20,3250
2017,twitter,1016,1
2012,twitter,2209,1
2015,twitter,1031,1
2017,twitter,916,2
2017,twitter,418,10
2013,twitter,215,6
2016,twitter,425,5
2014,twitter,297,2
2018,twitter,339,10
2015,twitter,510,2
2017,twitter,446,5
2016,twitter,1636,1
2015,twitter,218,13
2016,twitter,282,9
2015,twitter,292,5
2017,twitter,346,7
2018,twitter,1172,1
2016,twitter,356,5
2014,twitter,769,1
2015,twitter,2382,1
2012,twitter,71,40
2018,twitter,894,2
2013,twitter,135,15
2018,twitter,147,69
2018,twitter,645,2
2015,twitter,690,1
2016,twitter,505,1
2015,twitter,1437,1
2018,twitter,2460,1
2017,twitter,177,36
2015,twitter,49,336
2018,twitter,751,1
2018,twitter,1180,1
2015,twitter,261,6
2017,twitter,240,21
2016,twitter,70,188
2017,twitter,632,1
2016,twitter,2732,1
2015,twitter,504,1
2016,twitter,1058,1
2013,twitter,519,1
2014,twitter,191,9
2017,twitter,481,4
2013,twitter,29,474
2017,twitter,433,2
2014,twitter,51,204
2017,twitter,836,1
2018,twitter,474,2
2017,twitter,195,27
2017,twitter,1074,1
2012,twitter,564,2
2017,twitter,1855,1
2018,twitter,614,1
2018,twitter,1115,1
2016,twitter,486,3
2015,twitter,1587,1
2016,twitter,3288,1
2017,twitter,696,3
2018,twitter,637,4
2016,twitter,300,9
2017,twitter,905,2
2014,twitter,406,1
2016,twitter,603,4
2016,twitter,277,10
2013,twitter,488,1
2012,twitter,418,1
2013,twitter,411,2
2013,twitter,1152,1
2018,twitter,1662,1
2016,twitter,39,625
2017,twitter,1283,2
2016,twitter,1582,1
2018,twitter,288,13
2016,twitter,62,243
2013,twitter,16,1646
2018,twitter,188,40
2015,twitter,18538,1
2015,twitter,144,30
2018,twitter,852,1
2015,twitter,685,1
2018,twitter,1167,1
2018,twitter,1748,1
2013,twitter,64,93
2017,twitter,510,3
2018,twitter,1416,1
2015,twitter,276,4
2016,twitter,340,8
2017,twitter,404,11
2014,twitter,366,3
2012,twitter,238,1
2014,twitter,260,8
2014,twitter,11,4941
2012,twitter,132,11
2017,twitter,118,66
2018,twitter,182,37
2016,twitter,54,335
2016,twitter,91,85
2017,twitter,1151,1
2016,twitter,1087,1
2013,twitter,551,1
2014,twitter,652,1
2015,twitter,284,4
2018,twitter,322,12
2017,twitter,9,12362
2013,twitter,737,1
2017,twitter,2179,1
2015,twitter,184,15
2015,twitter,817,2
2014,twitter,120,35
2015,twitter,330,3
2012,twitter,40,166
2014,twitter,512,2
2013,twitter,348,1
2012,twitter,186,2
2017,twitter,184,43
2018,twitter,6983,1
2015,twitter,293,4
2014,twitter,300,4
2018,twitter,1742,1
2016,twitter,2,115200
2013,twitter,308,1
2017,twitter,1535,1
2013,twitter,24,708
2018,twitter,1032,3
2018,twitter,36,1281
2012,twitter,289,2
2014,twitter,515,1
2015,twitter,150,24
2017,twitter,327,4
2017,twitter,1938,1
2018,twitter,2569,1
2017,twitter,513,3
2016,twitter,947,1
2016,twitter,3105,1
2017,twitter,3667,1
2016,twitter,377,3
2017,twitter,3146,1
2017,twitter,447,4
2012,twitter,146,9
2016,twitter,383,8
2017,twitter,613,1
2016,twitter,549,1
2018,twitter,362,10
2015,twitter,1034,1
2018,twitter,2163,1
2015,twitter,393,1
2018,twitter,646,3
2013,twitter,136,12
2016,twitter,314,6
2013,twitter,279,2
2014,twitter,343,1
2017,twitter,192,31
2016,twitter,128,64
2015,twitter,64,175
2018,twitter,932,1
2015,twitter,605,1
2017,twitter,868,1
2018,twitter,156,72
2016,twitter,22,2096
2017,twitter,92,159
2015,twitter,207,14
2014,twitter,292,3
2014,twitter,237,7
2016,twitter,1551,1
2015,twitter,748,2
2018,twitter,1038,1
2012,twitter,358,2
2017,twitter,235,16
2018,twitter,397,7
2015,twitter,107,57
2014,twitter,486,3
2014,twitter,584,2
2017,twitter,931,1
2018,twitter,995,1
2013,twitter,485,1
2012,twitter,66,42
2018,twitter,640,3
2012,twitter,43,125
2015,twitter,496,2
2018,twitter,709,1
2018,twitter,354,14
2018,twitter,1350,2
2017,twitter,169,29
2013,twitter,980,1
2015,twitter,141,34
2012,twitter,275,3
2014,twitter,618,2
2013,twitter,339,4
2018,twitter,116,121
2018,twitter,4367,1
2017,twitter,2213,1
2017,twitter,198,28
2018,twitter,262,19
2017,twitter,862,1
2015,twitter,287,9
2018,twitter,76,305
2014,twitter,472,1
2017,twitter,367,12
2013,twitter,99,28
2018,twitter,431,10
2015,twitter,774,1
2014,twitter,1042,1
2018,twitter,314,16
2017,twitter,547,4
2016,twitter,483,3
2017,twitter,1532,1
2015,twitter,35,640
2017,twitter,507,2
2016,twitter,94,88
2016,twitter,113,75
2014,twitter,483,1
2017,twitter,389,3
2018,twitter,539,1
2018,twitter,55,608
2016,twitter,176,22
2015,twitter,6,20389
2016,twitter,76,154
2017,twitter,134,64
2017,twitter,140,59
2012,twitter,257,1
2017,twitter,283,13
2014,twitter,242,6
2012,twitter,114,13
2015,twitter,404,2
2016,twitter,219,11
2015,twitter,155,25
2018,twitter,937,3
2015,twitter,647,1
2016,twitter,960,1
2017,twitter,383,6
2015,twitter,255,6
2018,twitter,4,48953
2018,twitter,1493,1
2018,twitter,259,11
2017,twitter,78,247
2018,twitter,142,65
2017,twitter,1191,1
2015,twitter,422,3
2017,twitter,1051,2
2017,twitter,55,472
2018,twitter,119,113
2017,twitter,550,4
2012,twitter,633,1
2018,twitter,783,1
2017,twitter,719,1
2018,twitter,760,2
2017,twitter,364,11
2018,twitter,1965,1
2013,twitter,342,1
2015,twitter,213,14
2018,twitter,405,10
2017,twitter,341,9
2015,twitter,539,3
2018,twitter,1324,1
2013,twitter,482,2
2017,twitter,619,3
2018,twitter,706,4
2017,twitter,295,21
2018,twitter,42,1089
2017,twitter,642,1
2014,twitter,1262,1
2017,twitter,1575,1
2016,twitter,208,13
2014,twitter,621,3
2018,twitter,65,451
2014,twitter,80,83
2015,twitter,1349,1
2012,twitter,0,990305
2016,twitter,102,96
2018,twitter,574,4
2015,twitter,631,3
2016,twitter,137,38
2013,twitter,302,4
2015,twitter,430,1
2015,twitter,75,113
2015,twitter,27,1029
2014,twitter,615,2
2017,twitter,155,57
2014,twitter,220,10
2018,twitter,73,348
2018,twitter,79,300
2013,twitter,1181,2
2016,twitter,248,11
2013,twitter,56,131
2017,twitter,650,2
2018,twitter,720,1
2013,twitter,448,1
2015,twitter,576,1
2015,twitter,2099,1
2012,twitter,172,7
2018,twitter,746,3
2018,twitter,603,4
2012,twitter,29,301
2015,twitter,436,1
2018,twitter,958,1
2016,twitter,240,13
2017,twitter,304,3
2015,twitter,78,101
2018,twitter,1459,1
2015,twitter,742,1
2016,twitter,165,22
2014,twitter,1746,1
2018,twitter,391,8
2014,twitter,896,1
2012,twitter,80,33
2018,twitter,577,4
2013,twitter,67,85
2016,twitter,449,2
2017,twitter,1254,1
2017,twitter,590,1
2016,twitter,526,1
2015,twitter,319,1
2015,twitter,11133,1
2016,twitter,406,3
2014,twitter,1013,2
2015,twitter,170,18
2017,twitter,298,16
2016,twitter,234,14
2018,twitter,434,10
2017,twitter,370,6
2018,twitter,1914,1
2018,twitter,1144,3
2013,twitter,763,1
2014,twitter,1362,1
2015,twitter,250,7
2017,twitter,129,65
2016,twitter,65,215
2016,twitter,1310,1
2018,twitter,540,2
2014,twitter,1182,1
2013,twitter,3219,1
2017,twitter,733,2
2016,twitter,669,2
2018,twitter,895,1
2015,twitter,642,1
2018,twitter,1928,1
2016,twitter,28,1257
2016,twitter,2192,1
2017,twitter,86,198
2016,twitter,520,2
2013,twitter,1063,1
2012,twitter,109,15
2017,twitter,627,1
2017,twitter,725,1
2015,twitter,499,1
2014,twitter,94,64
2013,twitter,30,410
2014,twitter,435,1
2018,twitter,789,1
2017,twitter,974,1
2015,twitter,991,1
2014,twitter,43,296
2016,twitter,171,32
2018,twitter,889,1
2014,twitter,146,22
2017,twitter,267,15
2015,twitter,210,15
2016,twitter,274,8
2013,twitter,130,14
2017,twitter,576,4
2012,twitter,206,3
2012,twitter,1300,1
2013,twitter,368,3
2012,twitter,561,1
2018,twitter,3342,1
2017,twitter,1286,1
2015,twitter,851,1
2012,twitter,252,5
2014,twitter,54,181
2016,twitter,105,62
2016,twitter,698,2
2016,twitter,775,2
2018,twitter,1496,1
2017,twitter,839,1
2015,twitter,711,1
2013,twitter,13,2523
2017,twitter,152,49
2018,twitter,216,25
2018,twitter,1519,1
2015,twitter,682,2
2013,twitter,554,1
2014,twitter,8,9124
2018,twitter,2870,1
2016,twitter,1980,1
2016,twitter,1485,1
2018,twitter,780,1
2013,twitter,159,10
2018,twitter,1072,1
2016,twitter,197,21
2014,twitter,223,6
2017,twitter,3249,1
2013,twitter,408,1
2017,twitter,1008,1
2016,twitter,303,11
2016,twitter,1479,1
2014,twitter,355,6
2018,twitter,1891,2
2012,twitter,143,11
2014,twitter,996,1
2016,twitter,1665,1
2018,twitter,571,1
2017,twitter,158,40
2013,twitter,345,1
2017,twitter,115,112
2018,twitter,222,33
2017,twitter,1148,1
2018,twitter,617,2
2013,twitter,445,1
2016,twitter,489,1
2015,twitter,181,12
2018,twitter,471,2
2013,twitter,53,131
2017,twitter,407,3
2018,twitter,717,1
2016,twitter,589,1
2012,twitter,530,1
2017,twitter,516,1
2017,twitter,587,2
2017,twitter,1014,1
2017,twitter,232,27
2015,twitter,602,1
2017,twitter,871,1
2013,twitter,474,1
2016,twitter,311,4
2015,twitter,247,13
2018,twitter,365,5
2012,twitter,292,2
2015,twitter,1074,1
2016,twitter,237,9
2013,twitter,946,1
2018,twitter,10,11972
2012,twitter,32,226
2014,twitter,160,8
2018,twitter,723,4
2017,twitter,659,2
2014,twitter,226,10
2015,twitter,2931,1
2014,twitter,958,1
2018,twitter,1060,1
2013,twitter,788,1
2014,twitter,317,3
2015,twitter,381,1
2016,twitter,445,1
2018,twitter,1452,1
2018,twitter,1939,1
2017,twitter,758,4
2012,twitter,131,7
2017,twitter,106,123
2013,twitter,55,119
2013,twitter,49,163
2015,twitter,521,1
2018,twitter,327,17
2012,twitter,626,1
2015,twitter,1168,1
2017,twitter,14,5960
2018,twitter,914,3
2013,twitter,201,6
2012,twitter,137,8
2013,twitter,447,1
2016,twitter,786,1
2017,twitter,850,1
2015,twitter,198,13
2012,twitter,314,3
2016,twitter,262,5
2015,twitter,1194,1
2017,twitter,183,33
2016,twitter,119,61
2018,twitter,745,1
2016,twitter,617,2
2017,twitter,612,1
2018,twitter,602,2
2015,twitter,816,3
2016,twitter,474,4
2017,twitter,538,2
2017,twitter,2035,1
2015,twitter,175,26
2014,twitter,775,1
2014,twitter,36,380
2018,twitter,316,8
2018,twitter,559,6
2018,twitter,702,2
2016,twitter,1189,1
2013,twitter,333,1
2015,twitter,392,5
2016,twitter,305,5
2015,twitter,318,3
2012,twitter,200,3
2012,twitter,618,1
2015,twitter,241,5
2017,twitter,369,1
2014,twitter,179,9
2013,twitter,115,23
2018,twitter,1123,1
2014,twitter,277,3
2016,twitter,233,10
2017,twitter,581,1
2016,twitter,766,1
2016,twitter,517,3
2012,twitter,1339,1
2016,twitter,660,1
2012,twitter,108,14
2018,twitter,98,175
2018,twitter,2517,1
2018,twitter,1770,1
2015,twitter,312,7
2014,twitter,248,4
2015,twitter,249,11
2017,twitter,438,4
2018,twitter,453,2
2016,twitter,170,30
2015,twitter,355,4
2018,twitter,1378,4
2015,twitter,498,3
2017,twitter,91,137
2018,twitter,1870,1
2017,twitter,40,899
2015,twitter,1237,1
2018,twitter,347,11
2018,twitter,694,1
2018,twitter,596,2
2017,twitter,432,3
2014,twitter,142,30
2016,twitter,368,5
2017,twitter,6924,1
2016,twitter,108,74
2016,twitter,440,5
2014,twitter,312,2
2012,twitter,587,1
2018,twitter,1161,1
2014,twitter,667,1
2018,twitter,591,6
2016,twitter,795,1
2017,twitter,882,1
2018,twitter,282,10
2015,twitter,161,30
2016,twitter,154,24
2017,twitter,1214,1
2016,twitter,1150,2
2015,twitter,2437,1
2017,twitter,32,1386
2017,twitter,241,19
2018,twitter,1301,1
2017,twitter,573,1
2017,twitter,596,1
2014,twitter,452,2
2017,twitter,318,8
2018,twitter,952,2
2014,twitter,103,39
2018,twitter,875,1
2016,twitter,895,2
2016,twitter,649,2
2017,twitter,888,2
2013,twitter,680,1
2017,twitter,149,54
2016,twitter,85,118
2018,twitter,729,2
2016,twitter,872,1
2015,twitter,370,2
2017,twitter,1091,1
2016,twitter,434,2
2018,twitter,265,19
2018,twitter,136,86
2017,twitter,1197,2
2016,twitter,789,1
2017,twitter,1529,1
2014,twitter,272,5
2014,twitter,174,14
2013,twitter,442,2
2012,twitter,378,1
2014,twitter,320,7
2017,twitter,9069,1
2017,twitter,450,1
2017,twitter,2479,1
2015,twitter,130,21
2016,twitter,194,18
2013,twitter,150,8
2015,twitter,871,1
2012,twitter,478,2
2013,twitter,50,146
2017,twitter,4540,1
2018,twitter,374,10
2015,twitter,84,102
2016,twitter,394,3
2014,twitter,1099,1
2018,twitter,2289,1
2013,twitter,4,23535
2015,twitter,230,10
2016,twitter,540,2
2018,twitter,520,2
2015,twitter,476,1
2018,twitter,1410,1
2014,twitter,63,122
2015,twitter,127,48
2013,twitter,402,1
2015,twitter,791,1
2012,twitter,1334,1
2016,twitter,357,3
2016,twitter,334,5
2018,twitter,769,1
2014,twitter,678,3
2015,twitter,911,1
2016,twitter,975,1
2013,twitter,614,1
2018,twitter,342,10
2016,twitter,214,16
2014,twitter,37,386
2014,twitter,1082,1
2018,twitter,85,200
2018,twitter,411,6
2018,twitter,2332,1
2017,twitter,490,1
2018,twitter,560,4
2013,twitter,849,1
2012,twitter,123,10
2016,twitter,1239,1
2015,twitter,244,10
2014,twitter,180,12
2017,twitter,962,1
2017,twitter,639,3
2017,twitter,1131,2
2014,twitter,423,1
2016,twitter,257,13
2016,twitter,114,59
2016,twitter,612,2
2016,twitter,363,4
2015,twitter,264,7
2016,twitter,469,1
2017,twitter,35,1122
2013,twitter,87,37
2015,twitter,442,2
2016,twitter,2129,1
2017,twitter,1068,1
2018,twitter,205,41
2014,twitter,0,945224
2013,twitter,465,3
2017,twitter,819,2
2012,twitter,9,3280
2015,twitter,450,1
2013,twitter,79,52
2015,twitter,201,14
2015,twitter,699,1
2012,twitter,258,2
2012,twitter,115,10
2013,twitter,179,9
2015,twitter,7,15178
2018,twitter,199,48
2016,twitter,220,9
2017,twitter,284,17
2016,twitter,122,47
2013,twitter,471,1
2016,twitter,712,1
2018,twitter,663,2
2018,twitter,4908,1
2013,twitter,2145,1
2017,twitter,29,1712
2017,twitter,361,4
2018,twitter,93,239
2017,twitter,1240,1
2013,twitter,36,326
2016,twitter,228,18
2018,twitter,22,3177
2015,twitter,519,1
2014,twitter,455,1
2018,twitter,1258,1
2017,twitter,89,170
2016,twitter,25,1552
2015,twitter,459,3
2016,twitter,168,21
2014,twitter,183,10
2013,twitter,1115,1
2017,twitter,942,1
2016,twitter,595,2
2013,twitter,305,2
2013,twitter,96,38
2014,twitter,750,1
2014,twitter,303,3
2012,twitter,169,4
2017,twitter,1177,1
2013,twitter,233,2
2013,twitter,239,2
2015,twitter,290,7
2015,twitter,147,25
2018,twitter,39,1172
2018,twitter,457,3
2017,twitter,1967,1
2015,twitter,1741,1
2015,twitter,2162,1
2018,twitter,680,7
2018,twitter,508,4
2016,twitter,380,6
2015,twitter,390,4
2018,twitter,1098,1
2017,twitter,1034,1
2016,twitter,174,27
2018,twitter,537,5
2018,twitter,786,4
2017,twitter,132,64
2016,twitter,68,187
2014,twitter,687,1
2018,twitter,145,75
2017,twitter,1114,1
2012,twitter,69,41
2013,twitter,170,6
2012,twitter,106,8
2016,twitter,423,2
2017,twitter,524,1
2015,twitter,359,1
2017,twitter,1077,1
2018,twitter,500,6
2017,twitter,4509,1
2018,twitter,743,4
2018,twitter,2409,1
2018,twitter,394,10
2014,twitter,1614,1
2015,twitter,1137,1
2012,twitter,312,1
2018,twitter,2515,1
2017,twitter,1320,1
2014,twitter,91,56
2018,twitter,1284,1
2018,twitter,1035,1
2014,twitter,340,1
2014,twitter,438,2
2017,twitter,630,1
2015,twitter,5271,1
2017,twitter,579,3
2018,twitter,1135,1
2015,twitter,305,5
2017,twitter,362,3
2014,twitter,3,50266
2013,twitter,271,4
2018,twitter,449,7
2015,twitter,282,8
2016,twitter,346,3
2012,twitter,207,1
2018,twitter,712,3
2015,twitter,591,1
2015,twitter,520,1
2013,twitter,649,1
2015,twitter,142,32
2012,twitter,276,1
2016,twitter,129,58
2014,twitter,78,84
2018,twitter,921,1
2013,twitter,340,2
2012,twitter,347,1
2015,twitter,729,1
2018,twitter,357,10
2015,twitter,165,24
2016,twitter,555,1
2017,twitter,147,53
2016,twitter,83,115
2018,twitter,211,32
2014,twitter,32,512
2018,twitter,804,1
2013,twitter,1296,1
2014,twitter,3770,1
2017,twitter,740,2
2018,twitter,163,66
2018,twitter,286,21
2018,twitter,950,1
2018,twitter,2155,1
2012,twitter,493,1
2013,twitter,254,4
2016,twitter,1039,1
2018,twitter,1345,1
2018,twitter,1213,1
2013,twitter,194,3
2018,twitter,280,23
2016,twitter,152,30
2015,twitter,666,1
2015,twitter,136,35
2017,twitter,116,82
2016,twitter,544,1
2018,twitter,672,4
2018,twitter,31,1744
2016,twitter,100,96
2018,twitter,572,4
2016,twitter,438,2
2016,twitter,444,5
2012,twitter,625,1
2014,twitter,364,2
2012,twitter,138,6
2018,twitter,961,1
2016,twitter,1079,1
2015,twitter,428,2
2012,twitter,284,2
2015,twitter,56,240
2012,twitter,101,20
2015,twitter,3139,1
2017,twitter,611,1
2016,twitter,618,2
2017,twitter,1109,1
2018,twitter,818,3
2016,twitter,475,3
2016,twitter,690,1
2014,twitter,441,2
2017,twitter,1985,1
2017,twitter,894,1
2015,twitter,176,22
2017,twitter,1395,1
2018,twitter,1385,1
2015,twitter,766,1
2016,twitter,830,1
2015,twitter,125,49
2012,twitter,954,1
2018,twitter,1265,1
2012,twitter,193,4
2014,twitter,321,6
2013,twitter,257,1
2015,twitter,391,2
2012,twitter,170,5
2013,twitter,234,1
2014,twitter,298,1
2014,twitter,962,1
2014,twitter,470,1
2016,twitter,4268,1
2014,twitter,204,5
2014,twitter,106,36
2015,twitter,268,5
2017,twitter,568,2
2016,twitter,332,4
2018,twitter,2473,1
2018,twitter,5,35397
2016,twitter,375,3
2017,twitter,439,3
2017,twitter,190,31
2018,twitter,254,22
2014,twitter,2001,1
2012,twitter,201,3
2016,twitter,163,13
2015,twitter,99,59
2017,twitter,817,1
2016,twitter,753,1
2016,twitter,361,1
2017,twitter,425,7
2012,twitter,450,2
2016,twitter,767,1
2017,twitter,531,1
2018,twitter,203,32
2018,twitter,1236,1
2016,twitter,610,1
2013,twitter,228,1
2018,twitter,1379,1
2012,twitter,556,1
2017,twitter,823,1
2014,twitter,141,21
2016,twitter,203,24
2017,twitter,1856,2
2018,twitter,592,5
2018,twitter,283,15
2018,twitter,7113,1
2017,twitter,883,2
2015,twitter,517,2
2016,twitter,581,3
2017,twitter,290,15
2015,twitter,162,25
2016,twitter,226,19
2012,twitter,991,1
2015,twitter,1227,1
2017,twitter,365,7
2014,twitter,570,2
2016,twitter,627,1
2015,twitter,563,1
2013,twitter,506,1
2017,twitter,791,1
2012,twitter,496,3
2016,twitter,942,1
2016,twitter,727,1
2015,twitter,22,1638
2016,twitter,255,7
2018,twitter,878,2
2017,twitter,319,7
2016,twitter,86,112
2017,twitter,73,274
2013,twitter,1788,1
2014,twitter,1357,1
2017,twitter,960,1
2015,twitter,168,17
2016,twitter,232,11
2018,twitter,778,1
2017,twitter,3370,1
2018,twitter,1024,1
2017,twitter,714,1
2013,twitter,483,1
2012,twitter,95,20
2015,twitter,133,30
2017,twitter,937,1
2018,twitter,669,2
2017,twitter,6024,1
2016,twitter,463,5
2015,twitter,731,1
2014,twitter,97,58
2014,twitter,429,4
2017,twitter,387,7
2013,twitter,365,2
2013,twitter,10,4301
2014,twitter,74,86
2018,twitter,96,194
2014,twitter,3037,1
2015,twitter,900,1
2017,twitter,1028,1
2016,twitter,532,3
2018,twitter,660,2
2018,twitter,334,12
2018,twitter,1021,3
2015,twitter,190,11
2018,twitter,19,4210
2014,twitter,126,27
2014,twitter,2095,1
2016,twitter,231,13
2014,twitter,598,1
2017,twitter,713,1
2015,twitter,808,1
2012,twitter,1257,1
2017,twitter,842,2
2013,twitter,1570,1
2012,twitter,332,2
2017,twitter,9996,1
2014,twitter,3223,1
2017,twitter,201,35
2017,twitter,72,256
2018,twitter,480,5
2013,twitter,597,1
2016,twitter,1465,1
2017,twitter,805,2
2013,twitter,110,24
2018,twitter,1201,1
2016,twitter,400,3
2015,twitter,336,1
2012,twitter,192,4
2018,twitter,514,5
2013,twitter,256,3
2012,twitter,92,24
2012,twitter,86,29
2013,twitter,494,1
2016,twitter,935,1
2016,twitter,686,1
2018,twitter,1407,1
2016,twitter,45,471
2018,twitter,1894,2
2018,twitter,620,3
2014,twitter,20,1395
2016,twitter,294,10
2017,twitter,358,9
2013,twitter,545,2
2014,twitter,166,18
2017,twitter,702,1
2016,twitter,2349,1
2017,twitter,421,6
2014,twitter,466,2
2017,twitter,66,315
2014,twitter,323,2
2015,twitter,270,7
2012,twitter,195,3
2015,twitter,387,1
2017,twitter,398,3
2018,twitter,697,1
2018,twitter,4705,1
2015,twitter,505,2
2013,twitter,969,1
2017,twitter,278,7
2012,twitter,364,2
2012,twitter,979,1
2016,twitter,283,9
2017,twitter,347,4
2018,twitter,583,4
2013,twitter,216,5
2017,twitter,988,1
2018,twitter,554,3
2013,twitter,44,176
2018,twitter,62,457
2018,twitter,726,3
2012,twitter,152,5
2014,twitter,280,2
2013,twitter,116,22
2018,twitter,703,2
2012,twitter,52,72
2018,twitter,1195,1
2018,twitter,1124,1
2012,twitter,295,1
2017,twitter,1303,1
2012,twitter,272,2
2013,twitter,336,1
2018,twitter,2008,1
